timestamp;consommation_MW;production_MW;Q_total_MVAR;S_total_MVA;cos_phi;frequence_Hz;T1_P_MW;T1_Q_MVAR;T1_I_A;T2_P_MW;T2_Q_MVAR;T2_I_A;etat_reseau;nb_lignes_HT;zone_reseau;jour_type
2025-07-22T02:42:00;55198;55523;1980;55234;0.999;50.02;201.75;50.34;632.4;214.03;39.23;471.4;0;5;Centre;ouvrée
2025-07-22T02:43:00;55225;55448;1437;55243;1.0;49.99;181.88;33.19;421.5;181.62;29.9;448.0;0;3;Centre;ouvrée
2025-07-22T02:44:00;55251;55936;1979;55286;0.999;50.0;189.7;53.1;490.6;199.14;77.88;666.9;0;4;Est;ouvrée
2025-07-22T02:45:00;55277;56159;2681;55342;0.999;50.01;137.43;54.76;321.2;216.94;43.59;744.2;0;3;Nord;ouvrée
2025-07-22T02:46:00;55303;55524;2498;55360;0.999;50.01;229.21;55.9;464.7;186.14;41.74;494.0;0;3;Centre;ouvrée
2025-07-22T02:47:00;55330;55942;1975;55365;0.999;49.94;208.96;23.48;713.4;173.62;46.13;543.6;0;3;Est;ouvrée
2025-07-22T02:48:00;55356;55725;2380;55407;0.999;49.97;176.8;63.66;484.3;137.38;42.57;333.1;0;4;Ouest;ouvrée
2025-07-22T02:49:00;55381;55784;1853;55412;0.999;50.03;256.96;42.62;659.7;177.92;46.23;465.6;0;3;Ouest;ouvrée
2025-07-22T02:50:00;55407;55789;1318;55423;1.0;50.0;202.61;56.87;428.6;200.59;57.87;516.6;0;4;Sud;ouvrée
2025-07-22T02:51:00;55433;55760;1630;55457;1.0;49.98;168.92;57.41;530.9;203.64;43.75;590.8;0;5;Centre;ouvrée
2025-07-22T02:52:00;55459;55968;2625;55521;0.999;49.96;225.7;41.23;454.3;192.61;33.37;412.4;0;5;Est;ouvrée
2025-07-22T02:53:00;55484;55818;1890;55516;0.999;49.97;211.94;56.6;521.0;166.47;43.38;318.8;0;3;Est;ouvrée
2025-07-22T02:54:00;55509;56063;1902;55542;0.999;49.94;211.84;46.15;536.0;130.58;40.36;356.7;0;5;Nord;ouvrée
2025-07-22T02:55:00;55535;56025;1880;55566;0.999;50.0;187.23;29.29;480.0;167.62;59.24;421.5;0;3;Est;ouvrée
2025-07-22T02:56:00;55560;56012;2761;55628;0.999;49.98;213.51;61.68;564.6;172.39;56.71;447.9;0;3;Centre;ouvrée
2025-07-22T02:57:00;55585;55903;2650;55648;0.999;49.97;192.15;42.25;424.7;172.18;46.08;469.1;0;4;Est;ouvrée
2025-07-22T02:58:00;55610;55994;2887;55685;0.999;50.0;216.68;41.46;625.2;195.46;32.21;577.6;0;3;Sud;ouvrée
2025-07-22T02:59:00;55635;56286;1936;55668;0.999;50.01;142.85;45.97;342.3;229.64;32.74;705.0;0;2;Ouest;ouvrée
2025-07-22T03:00:00;55659;56260;2118;55700;0.999;50.06;186.98;52.72;491.0;183.09;45.15;566.5;0;3;Ouest;ouvrée
2025-07-22T03:01:00;55684;55989;1393;55702;1.0;49.95;251.66;49.43;695.4;174.58;48.36;436.2;0;4;Est;ouvrée
2025-07-22T03:02:00;55709;56228;2590;55769;0.999;50.03;176.99;55.48;334.4;173.52;41.25;490.1;0;3;Est;ouvrée
2025-07-22T03:03:00;55733;56383;1532;55754;1.0;50.03;181.88;36.61;432.1;183.11;40.2;729.3;0;4;Est;ouvrée
2025-07-22T03:04:00;55757;55923;2086;55796;0.999;49.98;186.56;42.58;433.2;159.29;39.07;396.0;0;4;Est;ouvrée
2025-07-22T03:05:00;55782;56390;1561;55803;1.0;50.01;163.56;48.84;358.0;183.0;44.77;484.0;0;4;Sud;ouvrée
2025-07-22T03:06:00;55806;56173;1764;55833;1.0;49.99;133.75;68.98;406.6;191.27;21.17;427.6;0;5;Centre;ouvrée
2025-07-22T03:07:00;55830;56444;1665;55854;1.0;50.01;193.08;48.86;396.0;185.24;33.99;464.7;0;3;Sud;ouvrée
2025-07-22T03:08:00;55853;56201;1756;55881;1.0;50.05;204.08;60.85;743.3;191.44;38.73;625.5;0;2;Sud;ouvrée
2025-07-22T03:09:00;55877;56016;1784;55906;0.999;50.02;198.42;50.39;548.8;190.84;57.08;710.7;0;3;Sud;ouvrée
2025-07-22T03:10:00;55901;56075;1780;55929;0.999;50.02;195.65;45.16;518.9;135.7;36.86;394.5;0;3;Ouest;ouvrée
2025-07-22T03:11:00;55924;56434;2333;55973;0.999;49.99;201.29;47.53;469.1;195.92;46.8;561.8;0;4;Sud;ouvrée
2025-07-22T03:12:00;55948;56500;1558;55969;1.0;49.96;230.69;48.32;561.4;163.22;47.27;382.1;0;2;Est;ouvrée
